cwnd_CC,  mss_CC,  cwnd_LC,  mss_LC,  cwnd_CS,  mss_CS,  cwnd_LS,  mss_LS  droprate,  markrate,  qlen_L,  qlen_C
14020,    1402,    14020,    1402,    4206,     1402,    14020,    1402,   1496,      346,       0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   1559,      383,       0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   1613,      393,       0,       3,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   1673,      393,       0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   1740,      415,       0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   1800,      431,       0,       1,
14020,    1402,    14020,    1402,    2804,     1402,    14020,    1402,   1858,      444,       0,       2,
14020,    1402,    14020,    1402,    1402,     1402,    14020,    1402,   1912,      457,       1,       0,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   1962,      547,       0,       2,
14020,    1402,    14020,    1402,    2804,     1402,    14020,    1402,   2004,      613,       0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2084,      725,       0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2152,      771,       0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2212,      771,       0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2257,      777,       0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2308,      888,       0,       3,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2343,      914,       0,       3,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2400,      1046,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2460,      1102,      0,       3,
14020,    1402,    14020,    1402,    2804,     1402,    14020,    1402,   2499,      1187,      0,       2,
14020,    1402,    14020,    1402,    4206,     1402,    14020,    1402,   2566,      1277,      0,       0,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2638,      1375,      0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2703,      1446,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2777,      1482,      0,       3,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2846,      1550,      0,       3,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2914,      1584,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   2962,      1595,      0,       3,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   3014,      1670,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   3090,      1745,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   3148,      1746,      0,       3,
14020,    1402,    14020,    1402,    4206,     1402,    14020,    1402,   3221,      1843,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   3292,      1903,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   3352,      1932,      0,       4,
14020,    1402,    14020,    1402,    14020,    1402,    22432,    1402,   3410,      2023,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   3482,      2095,      0,       2,
14020,    1402,    14020,    1402,    2804,     1402,    14020,    1402,   3541,      2110,      0,       2,
14020,    1402,    14020,    1402,    2804,     1402,    14020,    1402,   3601,      2168,      0,       3,
14020,    1402,    14020,    1402,    4206,     1402,    14020,    1402,   3661,      2210,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   3724,      2264,      0,       1,
14020,    1402,    14020,    1402,    5608,     1402,    14020,    1402,   3781,      2348,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   3866,      2405,      0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   3924,      2432,      0,       4,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   3984,      2458,      1,       3,
14020,    1402,    14020,    1402,    1402,     1402,    14020,    1402,   4020,      2505,      1,       0,
14020,    1402,    14020,    1402,    4206,     1402,    14020,    1402,   4027,      2747,      0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   4088,      2851,      0,       3,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   4140,      2929,      0,       1,
14020,    1402,    14020,    1402,    5608,     1402,    14020,    1402,   4209,      2995,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   4276,      3035,      0,       2,
14020,    1402,    14020,    1402,    4206,     1402,    14020,    1402,   4325,      3038,      0,       3,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   4363,      3112,      0,       1,
14020,    1402,    14020,    1402,    5608,     1402,    14020,    1402,   4411,      3162,      0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   4471,      3232,      0,       2,
14020,    1402,    14020,    1402,    4206,     1402,    14020,    1402,   4531,      3278,      0,       3,
14020,    1402,    14020,    1402,    5608,     1402,    14020,    1402,   4597,      3334,      0,       3,
14020,    1402,    14020,    1402,    2804,     1402,    14020,    1402,   4661,      3380,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   4732,      3390,      0,       3,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   4788,      3404,      0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   4841,      3446,      0,       1,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   4871,      3507,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   4926,      3603,      0,       3,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   4986,      3721,      0,       4,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   5062,      3777,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   5132,      3832,      1,       2,
35050,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   5191,      3851,      0,       3,
14020,    1402,    14020,    1402,    2804,     1402,    14020,    1402,   5251,      3906,      0,       2,
14020,    1402,    14020,    1402,    14020,    1402,    14020,    1402,   5319,      3959,      0,       2,
