Timestamp: 53855000.6,ECN Marks counter: 810375,Dropped Packets counter: 161247,Step marks counter: 199811,Packet counter: 14755166,
dualpi2,1414908385,0,0,0,0,0.079666,0,0,0,0,1116,0,0,599,
dualpi2,1414914257,4,0,0,0,0.079666,0,0,0,0,1116,0,0,613,
dualpi2,1414923065,10,0,0,0,0.063464,0,0,0,0,1116,0,0,628,
dualpi2,1414933341,17,0,0,0,0.061062,0,0,0,0,1116,0,0,644,
dualpi2,1414939213,21,0,0,0,0.058661,0,0,0,0,1116,0,0,661,
dualpi2,1414950957,29,0,0,0,0.056260,3353,0,4,0,1116,0,0,677,
dualpi2,1414959765,35,0,0,0,0.068264,0,0,0,0,1116,0,0,693,
dualpi2,1414968573,41,0,0,0,0.053083,0,0,0,0,1116,0,0,709,
dualpi2,1414977381,47,0,0,0,0.050618,0,0,0,0,1116,0,0,724,
dualpi2,1414989125,55,0,0,0,0.048463,0,0,0,0,1116,0,0,740,
dualpi2,1414997933,61,0,0,0,0.045075,0,0,0,0,1116,0,0,757,
dualpi2,1415006741,67,0,0,0,0.042674,0,0,0,0,1116,0,0,773,
dualpi2,1415015549,73,0,0,0,0.040273,0,0,0,0,1116,0,0,789,
dualpi2,1415027293,81,0,0,0,0.038990,1491,0,2,0,1116,0,0,805,
dualpi2,1415036101,87,0,0,0,0.042973,0,0,0,0,1116,0,0,821,
dualpi2,1415046377,94,0,0,0,0.034761,1673,0,1,0,1116,0,0,837,
dualpi2,1415056653,101,0,0,0,0.031138,1478,0,2,0,1116,0,0,853,
dualpi2,1415065461,107,0,0,0,0.035688,0,0,0,0,1116,0,0,869,
dualpi2,1415077205,115,0,0,0,0.028181,1716,0,2,0,1116,0,0,885,
dualpi2,1415087481,122,0,0,0,0.031417,170,0,1,0,1116,0,0,901,
dualpi2,1415097757,129,0,0,0,0.023826,0,0,0,0,1116,0,0,917,
dualpi2,1415106565,135,0,0,0,0.019948,1915,0,2,0,1116,0,0,933,
dualpi2,1415116841,142,0,0,0,0.024648,247,0,1,0,1116,0,0,949,
dualpi2,1415127117,149,0,0,0,0.017025,2112,0,2,0,1116,0,0,966,
dualpi2,1415137393,156,0,0,0,0.012640,507,0,1,0,1116,0,0,982,
dualpi2,1415147669,163,0,0,0,0.008783,0,0,0,0,1116,0,0,998,
dualpi2,1415157945,170,0,0,0,0.013474,2163,0,1,0,1116,0,0,1014,
dualpi2,1415166753,176,0,0,0,0.005785,596,0,1,0,1116,0,0,1030,
dualpi2,1415177029,183,0,0,0,0.022514,6334,0,4,0,1116,0,0,1046,
dualpi2,1415187305,190,0,0,0,0.015519,4872,0,3,0,1116,0,0,1062,
dualpi2,1415197581,197,0,0,0,0.019911,6783,0,2,0,1116,0,0,1078,
dualpi2,1415207857,204,0,0,0,0.012361,5018,0,3,0,1116,0,0,1094,
dualpi2,1415218133,211,0,0,0,0.016928,1332,0,2,0,1116,0,0,1110,
dualpi2,1415228409,218,0,0,0,0.015330,7156,0,3,0,1116,0,0,1127,
dualpi2,1415238685,225,0,0,0,0.008169,1777,0,2,0,1116,0,0,1143,
dualpi2,1415247493,231,0,0,0,0.012230,7523,0,2,0,1116,0,0,1159,
