Timestamp: 30650000.197,ECN Marks counter: 556444,Dropped Packets counter: 95935,Packet counter: 8224444,
dualpi2,627138221,0,0,0,0,0.256268,6474,0,8,0,804,0,124990,196,
dualpi2,627146339,123,0,0,0,0.228584,0,0,0,0,804,0,124990,213,
dualpi2,627157487,291,0,0,0,0.230690,813,337,11,2,804,0,124990,231,
dualpi2,627168905,462,0,0,0,0.232541,6057,0,30,0,804,0,124990,249,
dualpi2,627180191,633,2,0,0,0.244387,5169,0,46,0,804,7,124990,267,
dualpi2,627191559,803,9,0,0,0.251234,11343,0,106,0,804,45,124993,285,
dualpi2,627203157,976,18,0,0,0.263973,19113,0,189,0,804,82,124993,304,
dualpi2,627214707,1149,23,0,0,0.289518,29453,0,238,0,804,161,125021,322,
dualpi2,627226341,1324,36,0,0,0.328756,31339,0,201,0,804,195,125021,341,
dualpi2,627237897,1498,46,0,0,0.343347,36165,0,175,0,804,242,125021,359,
dualpi2,627249471,1673,64,0,0,0.341437,30491,0,191,0,804,297,125021,378,
dualpi2,627261177,1850,71,0,0,0.324425,27239,358,225,1,804,341,125021,396,
dualpi2,627272697,2024,86,0,0,0.339466,29717,289,202,2,804,385,125021,415,
dualpi2,627284283,2199,90,0,0,0.342838,37183,17,228,1,804,439,125021,433,
dualpi2,627295791,2373,111,0,0,0.357059,34324,0,231,0,804,490,125021,452,
dualpi2,627307341,2548,134,0,0,0.353638,33056,0,185,0,804,529,125021,470,
dualpi2,627318927,2723,148,0,0,0.367942,39206,77,292,1,804,610,125021,489,
dualpi2,627330567,2899,160,0,0,0.381389,37363,0,327,0,804,676,125021,507,
dualpi2,627342219,3075,176,0,0,0.386980,42831,198,279,3,804,722,125021,526,
dualpi2,627353769,3250,204,0,0,0.404110,45124,0,229,0,804,771,125025,545,
dualpi2,627365397,3426,238,0,0,0.418139,32997,0,169,0,804,811,125025,563,
dualpi2,627377025,3602,258,0,0,0.366518,26956,48,176,2,804,875,125031,582,
dualpi2,627388623,3777,277,0,0,0.351682,25896,0,196,0,804,922,125031,600,
dualpi2,627400173,3952,296,0,0,0.359093,28800,137,229,1,804,967,125031,619,
dualpi2,627411735,4127,311,0,0,0.367678,31760,32,239,1,804,1018,125031,637,
dualpi2,627423297,4302,333,0,0,0.395295,33862,0,219,0,804,1071,125031,656,
dualpi2,627434841,4476,347,0,0,0.397746,36932,0,199,0,804,1130,125031,674,
dualpi2,627446469,4652,364,0,0,0.403804,34792,0,226,0,804,1193,125031,693,
dualpi2,627458151,4829,386,0,0,0.384618,28512,116,169,1,804,1241,125031,712,
dualpi2,627469767,5005,404,0,0,0.375244,21924,0,118,0,804,1273,125031,730,
dualpi2,627481299,5179,426,0,0,0.344904,16385,0,102,0,804,1310,125031,749,
dualpi2,627492861,5352,440,0,0,0.351073,19173,146,151,2,804,1385,125038,767,
dualpi2,627504357,5524,454,0,0,0.360831,18354,419,115,6,804,1409,125038,785,
dualpi2,627515925,5698,475,0,0,0.350649,15892,165,82,1,804,1451,125038,804,
dualpi2,627527577,5874,497,0,0,0.334526,10727,0,91,0,804,1491,125038,823,
dualpi2,627539151,6049,505,0,0,0.340674,11329,0,101,0,804,1533,125038,841,
dualpi2,627550737,6224,518,0,0,0.333110,9557,0,36,0,804,1548,125038,860,
dualpi2,627562221,6396,524,0,0,0.329218,12820,0,88,0,804,1619,125050,878,
dualpi2,627573843,6571,536,0,0,0.341678,11630,0,95,0,804,1653,125050,897,
dualpi2,627585405,6746,551,0,0,0.338294,8117,0,39,0,804,1673,125050,915,
dualpi2,627597045,6922,551,0,0,0.304715,3135,28,17,1,804,1673,125050,934,
dualpi2,627608505,7094,555,0,0,0.311508,9340,1640,118,8,804,1710,125057,952,
dualpi2,627620049,7266,570,0,0,0.340515,19133,0,134,0,804,1771,125066,971,
dualpi2,627631539,7439,587,0,0,0.359532,17993,0,104,0,804,1806,125066,989,
dualpi2,627643059,7613,599,0,0,0.351542,9467,327,66,8,804,1834,125066,1007,
dualpi2,627654681,7788,605,0,0,0.334836,16684,0,141,0,804,1910,125074,1026,
dualpi2,627666261,7962,610,0,0,0.366668,22401,0,86,0,804,1960,125074,1045,
dualpi2,627677829,8136,613,0,0,0.345763,2482,0,8,0,804,1994,125074,1063,
dualpi2,627686091,8261,613,0,0,0.292550,0,0,0,0,804,1994,125074,1082,
dualpi2,627697959,8439,622,0,0,0.312319,11594,135,83,1,804,2035,125088,1100,
dualpi2,627709533,8612,636,0,0,0.329068,15535,95,150,1,804,2076,125088,1119,
dualpi2,627721143,8787,654,0,0,0.346141,19372,0,100,0,804,2117,125088,1137,
dualpi2,627732723,8961,665,0,0,0.348135,17507,0,111,0,804,2175,125088,1156,
dualpi2,627744345,9136,683,0,0,0.358801,14150,0,107,0,804,2229,125088,1174,
dualpi2,627755895,9311,696,0,0,0.359177,10309,0,19,0,804,2264,125088,1193,
dualpi2,627764565,9442,696,0,0,0.291731,0,0,0,0,804,2264,125088,1211,
dualpi2,627773589,9578,696,0,0,0.289330,0,0,0,0,804,2264,125088,1230,
dualpi2,627785721,9760,697,0,0,0.291393,8450,0,91,0,804,2291,125099,1248,
dualpi2,627797349,9934,702,0,0,0.311170,960,0,2,0,804,2310,125099,1267,
dualpi2,627802173,10006,702,0,0,0.281198,0,0,0,0,804,2310,125099,1285,
dualpi2,627811587,10147,702,0,0,0.278797,0,0,0,0,804,2310,125099,1304,
dualpi2,627820381,10278,702,0,0,0.276396,1005,0,2,0,804,2310,125099,1323,
dualpi2,627831367,10443,702,0,0,0.277316,6222,0,32,0,804,2311,125099,1341,
dualpi2,627839011,10557,702,0,0,0.287339,0,0,0,0,804,2311,125099,1360,
dualpi2,627848359,10697,702,0,0,0.270094,0,0,0,0,804,2311,125099,1378,
dualpi2,627860485,10880,703,0,0,0.280752,4165,0,13,0,804,2332,125099,1396,
dualpi2,627867985,10990,703,0,0,0.264970,0,0,0,0,804,2332,125099,1415,
dualpi2,627875299,11091,703,0,0,0.261539,0,0,0,0,804,2332,125099,1434,
dualpi2,627888313,11264,707,0,0,0.272407,7963,0,120,0,804,2350,125099,1452,
dualpi2,627899851,11423,715,0,0,0.306438,22571,1,114,1,804,2398,125099,1471,
dualpi2,627911449,11590,723,0,0,0.345561,23852,0,100,0,804,2466,125099,1489,
dualpi2,627923017,11764,729,0,0,0.334233,24418,75,46,3,804,2531,125099,1508,
dualpi2,627934603,11939,729,0,0,0.272060,3638,0,38,0,804,2536,125099,1526,
dualpi2,627946135,12113,733,0,0,0.290145,11727,0,135,0,804,2569,125099,1545,
dualpi2,627957769,12288,736,0,0,0.320202,21800,70,160,1,804,2616,125099,1563,
dualpi2,627969301,12462,741,0,0,0.350560,29257,0,97,0,804,2668,125099,1582,
dualpi2,627980887,12637,753,0,0,0.363997,8947,0,16,0,804,2716,125099,1600,
dualpi2,627992053,12806,753,0,0,0.263915,2286,344,28,1,804,2716,125099,1619,
dualpi2,628003627,12981,756,0,0,0.283462,7890,0,73,0,804,2738,125099,1637,
dualpi2,628015177,13154,765,0,0,0.290670,9219,0,47,0,804,2777,125099,1656,
dualpi2,628025683,13313,765,0,0,0.262974,0,0,0,0,804,2777,125099,1674,
dualpi2,628036609,13478,765,0,0,0.255357,0,0,0,0,804,2777,125099,1693,
dualpi2,628048777,13662,765,0,0,0.255900,2825,0,10,0,804,2818,125140,1711,
dualpi2,628054963,13755,765,0,0,0.250695,0,0,0,0,804,2818,125140,1730,
dualpi2,628066315,13925,765,0,0,0.245893,0,0,0,0,804,2818,125140,1748,
dualpi2,628076185,14074,765,0,0,0.243492,0,0,0,0,804,2818,125140,1767,
dualpi2,628082539,14169,765,0,0,0.241091,0,0,0,0,804,2818,125140,1785,
dualpi2,628089667,14277,765,0,0,0.238690,0,0,0,0,804,2818,125140,1804,
dualpi2,628102627,14473,765,0,0,0.236289,2410,0,28,0,804,2818,125140,1823,
dualpi2,628114189,14648,768,0,0,0.249148,7082,0,56,0,804,2827,125140,1841,
dualpi2,628125787,14823,774,0,0,0.258325,6020,0,35,0,804,2844,125140,1860,
dualpi2,628137349,14998,776,0,0,0.252720,6661,0,53,0,804,2857,125140,1878,
dualpi2,628149001,15174,778,0,0,0.248853,6833,0,56,0,804,2878,125140,1897,
dualpi2,628160587,15349,784,0,0,0.254319,7745,0,73,0,804,2901,125140,1915,
dualpi2,628172227,15525,795,0,0,0.251461,8041,29,46,1,804,2919,125140,1934,
dualpi2,628183777,15700,800,0,0,0.248616,6457,0,56,0,804,2934,125140,1952,
dualpi2,628195285,15874,807,0,0,0.248141,6450,0,53,0,804,2942,125140,1971,
dualpi2,628206925,16050,812,0,0,0.254518,10272,0,71,0,804,2976,125140,1989,
dualpi2,628218535,16225,815,0,0,0.256700,11977,0,94,0,804,2999,125140,2008,
dualpi2,628230163,16401,826,0,0,0.262890,12323,0,82,0,804,3030,125140,2027,
dualpi2,628241791,16577,836,0,0,0.257258,11417,259,53,2,804,3056,125140,2045,
dualpi2,628253407,16753,841,0,0,0.241327,7333,46,40,1,804,3076,125140,2064,
dualpi2,628265023,16929,846,0,0,0.244039,6327,35,62,1,804,3088,125140,2082,
dualpi2,628276645,17104,860,0,0,0.245297,9838,95,62,2,804,3107,125140,2101,
dualpi2,628288273,17280,869,0,0,0.244183,9293,0,61,0,804,3132,125140,2120,
dualpi2,628299835,17455,881,0,0,0.236890,8509,84,42,1,804,3146,125140,2138,
dualpi2,628311451,17631,884,0,0,0.232770,6135,0,44,0,804,3166,125140,2157,
dualpi2,628323067,17807,889,0,0,0.229140,2283,0,30,0,804,3167,125140,2175,
dualpi2,628334695,17983,891,0,0,0.221196,4010,0,44,0,804,3168,125140,2194,
dualpi2,628346239,18157,895,0,0,0.233227,8313,0,63,0,804,3189,125140,2212,
dualpi2,628357867,18333,898,0,0,0.237340,11078,0,90,0,804,3227,125143,2231,
dualpi2,628369453,18508,909,0,0,0.261360,14584,218,96,2,804,3265,125143,2249,
dualpi2,628381039,18683,918,0,0,0.244282,10312,225,52,1,804,3280,125143,2268,
dualpi2,628392613,18858,919,0,0,0.229049,5513,0,50,0,804,3287,125143,2287,
dualpi2,628404193,19032,924,0,0,0.224127,6594,0,49,0,804,3300,125143,2305,
dualpi2,628415833,19208,930,0,0,0.229197,9336,0,71,0,804,3333,125143,2324,
dualpi2,628427449,19384,933,0,0,0.231710,7404,258,56,4,804,3362,125143,2342,
dualpi2,628438969,19558,938,0,0,0.219290,7170,0,64,0,804,3378,125143,2361,
dualpi2,628450519,19733,940,0,0,0.215539,3183,0,2,0,804,3384,125143,2379,
dualpi2,628461949,19906,940,0,0,0.195276,1190,0,20,0,804,3384,125143,2398,
dualpi2,628473493,20080,945,0,0,0.206972,9813,0,83,0,804,3399,125143,2416,
dualpi2,628485073,20254,955,0,0,0.228372,8343,29,67,1,804,3418,125143,2435,
dualpi2,628496635,20429,956,0,0,0.223311,8548,0,58,0,804,3440,125143,2453,
dualpi2,628508131,20603,961,0,0,0.216608,9668,66,86,1,804,3451,125143,2472,
dualpi2,628519861,20780,966,0,0,0.226632,14390,0,94,0,804,3466,125143,2490,
dualpi2,628531447,20955,975,0,0,0.237638,12655,0,112,0,804,3485,125144,2509,
dualpi2,628543031,21129,980,0,0,0.233882,17340,166,67,1,804,3510,125144,2527,
dualpi2,628554647,21305,985,0,0,0.235328,7486,0,59,0,804,3524,125144,2546,
dualpi2,628566203,21479,988,0,0,0.214637,8415,0,46,0,804,3542,125144,2565,
dualpi2,628577795,21653,996,0,0,0.210035,8716,0,81,0,804,3559,125144,2583,
dualpi2,628589369,21828,1003,0,0,0.224566,11626,0,79,0,804,3581,125144,2602,
dualpi2,628601033,22004,1004,0,0,0.224484,8983,0,25,0,804,3605,125144,2620,
dualpi2,628612649,22180,1004,0,0,0.182835,5509,63,55,1,804,3610,125144,2639,
dualpi2,628624205,22354,1011,0,0,0.207149,6165,0,73,0,804,3628,125144,2657,
dualpi2,628635857,22530,1017,0,0,0.202695,4564,0,18,0,804,3642,125144,2676,
dualpi2,628647497,22706,1017,0,0,0.216633,12907,7,109,1,804,3716,125186,2694,
dualpi2,628659029,22880,1024,0,0,0.218407,14147,0,156,0,804,3733,125186,2713,
dualpi2,628670573,23054,1027,0,0,0.250854,26354,0,146,0,804,3780,125191,2731,
dualpi2,628682147,23229,1036,0,0,0.247253,19442,0,72,0,804,3801,125191,2750,
dualpi2,628693667,23403,1037,0,0,0.225773,5077,0,28,0,804,3809,125191,2769,
dualpi2,628703963,23559,1037,0,0,0.186890,0,0,0,0,804,3809,125191,2787,
dualpi2,628716383,23747,1038,0,0,0.196890,7881,0,70,0,804,3820,125191,2805,
dualpi2,628727903,23921,1042,0,0,0.216264,15723,0,93,0,804,3909,125238,2824,
dualpi2,628739549,24096,1046,0,0,0.231959,15906,0,98,0,804,3942,125238,2842,
dualpi2,628751159,24269,1052,0,0,0.238484,24997,255,104,6,804,4030,125287,2861,
dualpi2,628762769,24444,1053,0,0,0.237412,20067,0,168,0,804,4084,125299,2880,
dualpi2,628774451,24621,1057,0,0,0.225325,17866,0,85,0,804,4088,125299,2898,
dualpi2,628786013,24796,1067,0,0,0.219733,12933,0,68,0,804,4125,125299,2917,
dualpi2,628797695,24973,1069,0,0,0.207187,9960,71,99,2,804,4157,125299,2935,
dualpi2,628809257,25148,1074,0,0,0.235065,12599,0,104,0,804,4195,125299,2954,
dualpi2,628820891,25323,1083,0,0,0.220997,15119,718,213,3,804,4220,125299,2973,
dualpi2,628832489,25498,1084,0,0,0.238686,26032,349,204,3,804,4263,125307,2991,
dualpi2,628843943,25671,1089,0,0,0.277099,40333,670,180,2,804,4309,125307,3010,
dualpi2,628855559,25847,1104,0,0,0.319532,32074,0,116,0,804,4356,125307,3028,
dualpi2,628867145,26022,1113,0,0,0.265930,20195,175,64,1,804,4400,125307,3047,
dualpi2,628878719,26197,1121,0,0,0.227792,13253,0,133,0,804,4433,125307,3065,
dualpi2,628890347,26373,1130,0,0,0.235784,18825,0,127,0,804,4464,125307,3084,
dualpi2,628901975,26549,1133,0,0,0.268398,30727,5,161,2,804,4601,125384,3102,
dualpi2,628913525,26724,1146,0,0,0.287559,23998,0,124,0,804,4638,125384,3121,
dualpi2,628925045,26898,1150,0,0,0.270676,25332,108,93,1,804,4689,125384,3139,
dualpi2,628936529,27072,1160,0,0,0.240866,14936,0,124,0,804,4725,125384,3158,
dualpi2,628948085,27246,1170,0,0,0.252366,19598,0,94,0,804,4756,125384,3176,
dualpi2,628959707,27421,1174,0,0,0.244285,15983,0,80,0,804,4793,125384,3195,
dualpi2,628971257,27596,1180,0,0,0.228883,8099,0,30,0,804,4815,125384,3213,
dualpi2,628982873,27772,1180,0,0,0.204587,7270,585,88,8,804,4834,125388,3232,
dualpi2,628994513,27948,1183,0,0,0.225074,20517,0,116,0,804,4883,125388,3250,
dualpi2,629006063,28121,1187,0,0,0.256100,19776,0,30,0,804,4909,125388,3269,
dualpi2,629014811,28253,1187,0,0,0.190997,0,0,0,0,804,4909,125388,3287,
dualpi2,629026493,28430,1187,0,0,0.188596,0,0,0,0,804,4909,125388,3306,
dualpi2,629036285,28578,1187,0,0,0.191336,0,0,0,0,804,4909,125388,3325,
dualpi2,629041355,28653,1187,0,0,0.184039,0,0,0,0,804,4909,125388,3343,
dualpi2,629048951,28761,1187,0,0,0.181638,0,0,0,0,804,4909,125388,3361,
dualpi2,629058653,28898,1188,0,0,0.179237,8904,50,115,6,804,4923,125388,3380,
dualpi2,629070329,29060,1191,0,0,0.239453,20124,0,153,0,804,4949,125388,3398,
dualpi2,629081873,29222,1198,0,0,0.244912,23237,0,204,0,804,4978,125388,3417,
dualpi2,629093519,29391,1199,0,0,0.278385,35317,0,148,0,804,5020,125388,3436,
dualpi2,629105225,29568,1205,0,0,0.312676,42944,0,90,0,804,5064,125388,3454,
dualpi2,629116787,29743,1213,0,0,0.272499,10860,312,47,1,804,5104,125388,3473,
dualpi2,629128469,29920,1218,0,0,0.210605,7779,0,52,0,804,5120,125388,3491,
dualpi2,629140019,30095,1219,0,0,0.211565,7103,0,50,0,804,5133,125388,3510,
dualpi2,629151683,30271,1226,0,0,0.210534,9005,79,38,1,804,5159,125388,3529,
dualpi2,629163311,30447,1230,0,0,0.207286,7219,19,45,1,804,5177,125388,3547,
dualpi2,629174291,30613,1231,0,0,0.197234,0,0,0,0,804,5178,125388,3566,
dualpi2,629186381,30796,1231,0,0,0.178150,3255,0,17,0,804,5178,125388,3584,
dualpi2,629198003,30971,1236,0,0,0.186513,7583,0,59,0,804,5192,125388,3603,
dualpi2,629209601,31146,1239,0,0,0.194839,6945,0,2,0,804,5207,125388,3621,
dualpi2,629220623,31313,1239,0,0,0.171385,0,0,0,0,804,5207,125388,3640,
dualpi2,629229167,31441,1239,0,0,0.168984,0,0,0,0,804,5207,125388,3658,
dualpi2,629238113,31566,1239,0,0,0.172780,0,0,0,0,804,5207,125388,3677,
dualpi2,629247665,31698,1240,0,0,0.164478,2994,0,71,0,804,5208,125388,3696,
dualpi2,629259221,31856,1240,0,0,0.188534,17920,46,119,1,804,5232,125388,3714,
dualpi2,629270861,32024,1243,0,0,0.229639,25625,0,61,0,804,5260,125388,3733,
dualpi2,629282483,32199,1245,0,0,0.214430,13620,0,40,0,804,5310,125388,3751,
dualpi2,629294111,32375,1249,0,0,0.178045,6816,94,45,1,804,5322,125388,3770,
dualpi2,629305553,32548,1249,0,0,0.194528,3682,0,22,0,804,5327,125388,3788,
dualpi2,629317175,32723,1249,0,0,0.165936,4594,0,16,0,804,5327,125388,3807,
dualpi2,629328749,32898,1249,0,0,0.169747,5234,10,5,1,804,5327,125388,3825,
dualpi2,629338661,33048,1249,0,0,0.156967,0,0,0,0,804,5327,125388,3844,
dualpi2,629348573,33198,1249,0,0,0.155418,0,0,0,0,804,5327,125388,3862,
dualpi2,629359829,33368,1249,0,0,0.151292,0,0,0,0,804,5327,125388,3880,
dualpi2,629371469,33544,1249,0,0,0.147584,1604,0,11,0,804,5327,125388,3899,
dualpi2,629381963,33703,1249,0,0,0.147904,0,0,0,0,804,5327,125388,3917,
dualpi2,629393447,33877,1249,0,0,0.142911,6907,2562,25,10,804,5375,125434,3936,
dualpi2,629405135,34053,1249,0,0,0.172298,0,340,0,2,804,5386,125445,3954,
dualpi2,629414111,34189,1249,0,0,0.139624,0,0,0,0,804,5386,125445,3973,
dualpi2,629425751,34365,1249,0,0,0.143299,503,0,6,0,804,5386,125445,3991,
dualpi2,629436359,34525,1249,0,0,0.132825,0,0,0,0,804,5386,125445,4010,
dualpi2,629447957,34700,1249,0,0,0.138396,5748,0,32,0,804,5386,125445,4028,
dualpi2,629459201,34870,1249,0,0,0.128403,0,0,0,0,804,5386,125445,4047,
dualpi2,629470883,35047,1249,0,0,0.126002,3647,118,17,1,804,5386,125445,4065,
dualpi2,629482499,35223,1249,0,0,0.135360,2140,0,23,0,804,5386,125445,4084,
dualpi2,629494157,35398,1249,0,0,0.137510,4920,0,21,0,804,5386,125445,4103,
dualpi2,629505521,35570,1249,0,0,0.120502,1478,122,17,2,804,5386,125445,4121,
dualpi2,629517137,35746,1249,0,0,0.125369,4959,0,44,0,804,5386,125445,4140,
dualpi2,629528777,35922,1253,0,0,0.138151,8538,229,53,1,804,5397,125445,4158,
dualpi2,629540363,36097,1253,0,0,0.141918,8774,57,33,1,804,5401,125445,4177,
dualpi2,629551997,36272,1253,0,0,0.137020,5611,71,35,1,804,5401,125445,4196,
dualpi2,629563613,36448,1253,0,0,0.123150,3625,83,11,1,804,5401,125445,4214,
dualpi2,629575175,36623,1253,0,0,0.128933,5676,76,22,1,804,5402,125445,4233,
dualpi2,629586803,36799,1253,0,0,0.118635,5475,0,43,0,804,5402,125445,4251,
dualpi2,629598323,36973,1255,0,0,0.130640,10794,0,55,0,804,5412,125445,4270,
dualpi2,629609897,37148,1255,0,0,0.127072,4620,91,34,1,804,5413,125445,4288,
dualpi2,629621561,37324,1255,0,0,0.119627,1909,0,16,0,804,5413,125445,4307,
dualpi2,629633069,37498,1255,0,0,0.117779,5973,86,36,2,804,5413,125445,4325,
dualpi2,629644685,37674,1256,0,0,0.115488,5271,0,36,0,804,5416,125445,4344,
dualpi2,629656313,37850,1256,0,0,0.103415,2325,0,15,0,804,5416,125445,4362,
dualpi2,629667911,38025,1256,0,0,0.099802,3581,0,18,0,804,5416,125445,4381,
dualpi2,629679509,38200,1256,0,0,0.103594,0,1,0,1,804,5416,125445,4400,
dualpi2,629691161,38376,1256,0,0,0.092746,1622,29,29,1,804,5416,125445,4418,
dualpi2,629702735,38551,1256,0,0,0.101640,3067,0,21,0,804,5416,125445,4437,
dualpi2,629714291,38725,1256,0,0,0.096048,4192,0,24,0,804,5416,125445,4455,
dualpi2,629725931,38901,1256,0,0,0.088686,417,0,4,0,804,5416,125445,4474,
dualpi2,629736659,39063,1256,0,0,0.079607,0,0,0,0,804,5416,125445,4492,
dualpi2,629748341,39240,1256,0,0,0.077206,0,0,0,0,804,5416,125445,4511,
dualpi2,629758505,39394,1256,0,0,0.074805,0,0,0,0,804,5416,125445,4529,
dualpi2,629770181,39570,1256,0,0,0.072404,0,0,0,0,804,5416,125445,4548,
dualpi2,629779817,39716,1256,0,0,0.067601,0,0,0,0,804,5416,125445,4566,
dualpi2,629792027,39901,1256,0,0,0.065200,0,0,0,0,804,5416,125445,4585,
dualpi2,629803589,40076,1256,0,0,0.062799,0,0,0,0,804,5416,125445,4603,
dualpi2,629814371,40239,1256,0,0,0.060398,0,0,0,0,804,5416,125445,4622,
dualpi2,629826077,40416,1256,0,0,0.057997,536,0,2,0,804,5416,125445,4640,
dualpi2,629836415,40571,1256,0,0,0.056605,0,0,0,0,804,5416,125445,4659,
dualpi2,629848097,40748,1256,0,0,0.053243,0,0,0,0,804,5416,125445,4677,
dualpi2,629858957,40912,1256,0,0,0.048441,0,0,0,0,804,5416,125445,4696,
dualpi2,629872043,41109,1256,0,0,0.054030,1647,0,8,0,804,5416,125445,4714,
dualpi2,629883005,41274,1256,0,0,0.044020,0,0,0,0,804,5416,125445,4733,
dualpi2,629892599,41419,1256,0,0,0.041619,0,0,0,0,804,5416,125445,4752,
dualpi2,629901965,41560,1256,0,0,0.039218,0,0,0,0,804,5416,125445,4770,
